"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0071396","GO:0071396","cellular response to lipid",145,0.427899479214419,1.7994435449647,2.00515683317414e-05,0.000744314216474239,0.000621668974664093,2293,"tags=28%, list=13%, signal=24%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0219670/Me1_v2_0185540/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0054660/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0100750/Me1_v2_0170150"
"GO:0009522","GO:0009522","photosystem I",12,0.844885126042126,2.03755904877979,2.17205633083932e-05,0.00079565852961272,0.000664552968812197,1032,"tags=83%, list=6%, signal=79%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0227980/Me1_v2_0073130/Me1_v2_0090870/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0023052","GO:0023052","signaling",485,0.314633271053101,1.46303069406002,2.2603240531862e-05,0.000817239242087063,0.000682577694256776,4099,"tags=32%, list=23%, signal=25%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0224400/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0165050/Me1_v2_0199390/Me1_v2_0092630/Me1_v2_0092640/Me1_v2_0232160/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0032270/Me1_v2_0103410/Me1_v2_0029150/Me1_v2_0216470/Me1_v2_0184250/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0072010/Me1_v2_0024410/Me1_v2_0041930/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0045670/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0113300/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0113530/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0037420/Me1_v2_0004240/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0191070/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0183200/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0113540/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0177070/Me1_v2_0027100/Me1_v2_0023060/Me1_v2_0100750/Me1_v2_0170150/Me1_v2_0027440/Me1_v2_0207410/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0154020/Me1_v2_0057540/Me1_v2_0099540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0192250/Me1_v2_0190210/Me1_v2_0113520/Me1_v2_0161640/Me1_v2_0114700/Me1_v2_0089290/Me1_v2_0100740/Me1_v2_0044430/Me1_v2_0150020/Me1_v2_0153740/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0162600/Me1_v2_0185470/Me1_v2_0039820/Me1_v2_0071950/Me1_v2_0067620/Me1_v2_0159840/Me1_v2_0034030/Me1_v2_0068700/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0058520/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0218560/Me1_v2_0040470/Me1_v2_0080590/Me1_v2_0177330/Me1_v2_0063190/Me1_v2_0136900/Me1_v2_0129220/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0003730/Me1_v2_0067630/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0034580/Me1_v2_0108630/Me1_v2_0218310/Me1_v2_0080630/Me1_v2_0093760/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0014400/Me1_v2_0117430/Me1_v2_0086020/Me1_v2_0080410/Me1_v2_0092250/Me1_v2_0128270/Me1_v2_0188490/Me1_v2_0030460/Me1_v2_0202930/Me1_v2_0213790/Me1_v2_0060400/Me1_v2_0064820/Me1_v2_0153790"
"GO:0045333","GO:0045333","cellular respiration",54,-0.624332581947529,-1.98976835458378,2.35061400397098e-05,0.000838988382955797,0.000700743095110918,3311,"tags=48%, list=18%, signal=39%","Me1_v2_0172710/Me1_v2_0043880/Me1_v2_0123990/Me1_v2_0079820/Me1_v2_0080530/Me1_v2_0014470/Me1_v2_0204500/Me1_v2_0111210/Me1_v2_0068030/Me1_v2_0029610/Me1_v2_0033430/Me1_v2_0056060/Me1_v2_0156110/Me1_v2_0232730/Me1_v2_0097530/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0064410/Me1_v2_0165500/Me1_v2_0228450/Me1_v2_0194020/Me1_v2_0041870/Me1_v2_0094380/Me1_v2_0158220/Me1_v2_0031590/Me1_v2_0038880"
"GO:0008509","GO:0008509","anion transmembrane transporter activity",108,0.471690555282314,1.88704172637539,2.64803332524274e-05,0.000910699691925953,0.000760638089634161,3684,"tags=43%, list=21%, signal=34%","Me1_v2_0162900/Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0138140/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0058370/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0060040/Me1_v2_0150370/Me1_v2_0155960/Me1_v2_0058400/Me1_v2_0059580/Me1_v2_0008020/Me1_v2_0085530/Me1_v2_0086290/Me1_v2_0053130/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0154230/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0228390/Me1_v2_0066890/Me1_v2_0177750/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0141360/Me1_v2_0113180/Me1_v2_0189170/Me1_v2_0023740/Me1_v2_0160180/Me1_v2_0169180/Me1_v2_0130920/Me1_v2_0066880/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0022610/Me1_v2_0032470/Me1_v2_0004600/Me1_v2_0207530"
"GO:0004672","GO:0004672","protein kinase activity",269,0.364189899607854,1.61263977006342,2.58599371795823e-05,0.000910699691925953,0.000760638089634161,3843,"tags=35%, list=21%, signal=28%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0202620/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0049230/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0094760/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0226090/Me1_v2_0103410/Me1_v2_0184250/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0041930/Me1_v2_0218700/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0190980/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0129590/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0023060/Me1_v2_0170150/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0057540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0119700/Me1_v2_0190210/Me1_v2_0089290/Me1_v2_0044430/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0098270/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0159420/Me1_v2_0035320/Me1_v2_0063190/Me1_v2_0163210/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0067020/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0218310/Me1_v2_0030890/Me1_v2_0131610/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0198460/Me1_v2_0117430"
"GO:0016773","GO:0016773","phosphotransferase activity, alcohol group as acceptor",349,0.331412680057676,1.51530119652618,2.64966505193973e-05,0.000910699691925953,0.000760638089634161,3843,"tags=32%, list=21%, signal=25%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0202620/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0049230/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0135700/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0052600/Me1_v2_0094760/Me1_v2_0199710/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0226090/Me1_v2_0103410/Me1_v2_0184250/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0041930/Me1_v2_0218700/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0083850/Me1_v2_0135010/Me1_v2_0091570/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0190980/Me1_v2_0114800/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0129590/Me1_v2_0096350/Me1_v2_0115970/Me1_v2_0026620/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0023060/Me1_v2_0170150/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0057540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0119700/Me1_v2_0190210/Me1_v2_0226020/Me1_v2_0089290/Me1_v2_0044430/Me1_v2_0083860/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0019290/Me1_v2_0098270/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0149290/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0159420/Me1_v2_0035320/Me1_v2_0063190/Me1_v2_0079350/Me1_v2_0163210/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0067020/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0218310/Me1_v2_0030890/Me1_v2_0211640/Me1_v2_0131610/Me1_v2_0103600/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0198460/Me1_v2_0117430"
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",46,-0.644237572797233,-1.99113557418129,2.76106912771885e-05,0.000937416640435277,0.000782952721839658,2120,"tags=39%, list=12%, signal=35%","Me1_v2_0014470/Me1_v2_0080820/Me1_v2_0068030/Me1_v2_0165520/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0162590/Me1_v2_0107080/Me1_v2_0189820/Me1_v2_0112000/Me1_v2_0091280/Me1_v2_0036840/Me1_v2_0057530/Me1_v2_0199730/Me1_v2_0039210/Me1_v2_0159980/Me1_v2_0199720/Me1_v2_0133400"
"GO:0000281","GO:0000281","mitotic cytokinesis",86,0.502199531184109,1.9658985225255,2.99312138199936e-05,0.0010039578225887,0.000838529503213265,4094,"tags=44%, list=23%, signal=34%","Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0030250/Me1_v2_0010690/Me1_v2_0102220/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0205410/Me1_v2_0235070/Me1_v2_0205400/Me1_v2_0023820/Me1_v2_0102230/Me1_v2_0102240/Me1_v2_0014740/Me1_v2_0173130/Me1_v2_0027530/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0221780/Me1_v2_0118170/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0185470/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0087280/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0172620/Me1_v2_0151280"
"GO:0098807","GO:0098807","chloroplast thylakoid membrane protein complex",19,0.772233449038859,2.12533594374452,3.15312186608054e-05,0.00104503467561527,0.000872837869946356,1032,"tags=63%, list=6%, signal=60%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0227980/Me1_v2_0073130/Me1_v2_0111850/Me1_v2_0184520/Me1_v2_0032570/Me1_v2_0066240/Me1_v2_0223460/Me1_v2_0204590"
"GO:0009765","GO:0009765","photosynthesis, light harvesting",31,0.692805336164814,2.14438934649598,3.43936765820416e-05,0.00112649406593416,0.00094087469436198,1032,"tags=52%, list=6%, signal=49%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0090340/Me1_v2_0111850/Me1_v2_0076900/Me1_v2_0090870/Me1_v2_0085670/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0032870","GO:0032870","cellular response to hormone stimulus",234,0.367083663686259,1.62443249346947,3.55289802734015e-05,0.00115014745443197,0.000960630568224528,4099,"tags=36%, list=23%, signal=28%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0059560/Me1_v2_0224400/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0219670/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0037420/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0133100/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0100750/Me1_v2_0170150/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0154020/Me1_v2_0226980/Me1_v2_0161640/Me1_v2_0100740/Me1_v2_0181380/Me1_v2_0150020/Me1_v2_0159840/Me1_v2_0200960/Me1_v2_0068700/Me1_v2_0058520/Me1_v2_0160450/Me1_v2_0218560/Me1_v2_0040470/Me1_v2_0080590/Me1_v2_0177330/Me1_v2_0224450/Me1_v2_0109100/Me1_v2_0003730/Me1_v2_0219280/Me1_v2_0108630/Me1_v2_0218310/Me1_v2_0080630/Me1_v2_0093760/Me1_v2_0159590/Me1_v2_0117430/Me1_v2_0092250/Me1_v2_0128270/Me1_v2_0188490/Me1_v2_0030460/Me1_v2_0213790/Me1_v2_0060400/Me1_v2_0153790"
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division",16,0.79298646333812,2.07928058171513,4.05555840786713e-05,0.00126861512443844,0.00105957758994423,1180,"tags=25%, list=7%, signal=23%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0038920/Me1_v2_0218700"
"GO:0006468","GO:0006468","protein phosphorylation",281,0.354806445272699,1.57161897136099,4.05338689856556e-05,0.00126861512443844,0.00105957758994423,3862,"tags=35%, list=22%, signal=28%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0202620/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0049230/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0094760/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0226090/Me1_v2_0103410/Me1_v2_0184250/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0041930/Me1_v2_0218700/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0190980/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0129590/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0023060/Me1_v2_0170150/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0164370/Me1_v2_0093570/Me1_v2_0132410/Me1_v2_0057540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0119700/Me1_v2_0190210/Me1_v2_0089290/Me1_v2_0044430/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0098270/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0159420/Me1_v2_0035320/Me1_v2_0063190/Me1_v2_0163210/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0159930/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0067020/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0218310/Me1_v2_0030890/Me1_v2_0131610/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0198460/Me1_v2_0117430/Me1_v2_0086020"
"GO:0019752","GO:0019752","carboxylic acid metabolic process",471,-0.368893323764475,-1.51840846094981,4.02222284693612e-05,0.00126861512443844,0.00105957758994423,3399,"tags=24%, list=19%, signal=20%","Me1_v2_0154470/Me1_v2_0141810/Me1_v2_0067730/Me1_v2_0186480/Me1_v2_0074230/Me1_v2_0126150/Me1_v2_0061460/Me1_v2_0128200/Me1_v2_0043880/Me1_v2_0163160/Me1_v2_0060060/Me1_v2_0055950/Me1_v2_0139550/Me1_v2_0103570/Me1_v2_0123990/Me1_v2_0226850/Me1_v2_0207560/Me1_v2_0083950/Me1_v2_0128470/Me1_v2_0055920/Me1_v2_0130270/Me1_v2_0203650/Me1_v2_0083700/Me1_v2_0207570/Me1_v2_0120120/Me1_v2_0040100/Me1_v2_0178910/Me1_v2_0092880/Me1_v2_0056680/Me1_v2_0062330/Me1_v2_0104680/Me1_v2_0110800/Me1_v2_0152960/Me1_v2_0012110/Me1_v2_0078890/Me1_v2_0081300/Me1_v2_0099330/Me1_v2_0014470/Me1_v2_0207590/Me1_v2_0204500/Me1_v2_0080150/Me1_v2_0214090/Me1_v2_0226240/Me1_v2_0167070/Me1_v2_0232720/Me1_v2_0220620/Me1_v2_0068030/Me1_v2_0126430/Me1_v2_0085360/Me1_v2_0217130/Me1_v2_0029610/Me1_v2_0061030/Me1_v2_0062370/Me1_v2_0232560/Me1_v2_0129260/Me1_v2_0217120/Me1_v2_0171180/Me1_v2_0112150/Me1_v2_0029830/Me1_v2_0056060/Me1_v2_0145280/Me1_v2_0208210/Me1_v2_0129280/Me1_v2_0232740/Me1_v2_0207600/Me1_v2_0132160/Me1_v2_0031820/Me1_v2_0034800/Me1_v2_0181740/Me1_v2_0123010/Me1_v2_0171170/Me1_v2_0058420/Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0124950/Me1_v2_0231040/Me1_v2_0155080/Me1_v2_0107080/Me1_v2_0162940/Me1_v2_0094600/Me1_v2_0050320/Me1_v2_0197960/Me1_v2_0091280/Me1_v2_0094380/Me1_v2_0162930/Me1_v2_0001920/Me1_v2_0181120/Me1_v2_0158220/Me1_v2_0036840/Me1_v2_0122150/Me1_v2_0228210/Me1_v2_0038880/Me1_v2_0078830/Me1_v2_0052020/Me1_v2_0085320/Me1_v2_0120640/Me1_v2_0115590/Me1_v2_0085310/Me1_v2_0102850/Me1_v2_0160000/Me1_v2_0199730/Me1_v2_0131420/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0039210/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0199720/Me1_v2_0133400/Me1_v2_0210340/Me1_v2_0080830/Me1_v2_0185340/Me1_v2_0213110/Me1_v2_0130990"
"GO:0098798","GO:0098798","mitochondrial protein-containing complex",88,-0.544201357984556,-1.87270094873031,4.51249291230019e-05,0.00139586447420486,0.00116585927991475,2942,"tags=23%, list=16%, signal=19%","Me1_v2_0055910/Me1_v2_0104010/Me1_v2_0179600/Me1_v2_0014470/Me1_v2_0135260/Me1_v2_0167070/Me1_v2_0068030/Me1_v2_0213190/Me1_v2_0037540/Me1_v2_0150770/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0194020/Me1_v2_0041870/Me1_v2_0031590/Me1_v2_0207400/Me1_v2_0042190/Me1_v2_0042210/Me1_v2_0080830/Me1_v2_0185340"
"GO:0005509","GO:0005509","calcium ion binding",48,0.59585265695561,2.08128154429117,4.57923148666566e-05,0.00140094290756892,0.00117010090850717,3215,"tags=38%, list=18%, signal=31%","Me1_v2_0148440/Me1_v2_0080180/Me1_v2_0012200/Me1_v2_0054010/Me1_v2_0026290/Me1_v2_0145260/Me1_v2_0054690/Me1_v2_0050810/Me1_v2_0130420/Me1_v2_0033750/Me1_v2_0027960/Me1_v2_0223400/Me1_v2_0101470/Me1_v2_0192250/Me1_v2_0164800/Me1_v2_0039880/Me1_v2_0186260/Me1_v2_0160450"
"GO:0030104","GO:0030104","water homeostasis",14,0.817856633954361,2.06167242475485,4.8137745942269e-05,0.00144169756257122,0.00120414016777065,1032,"tags=57%, list=6%, signal=54%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0005034","GO:0005034","osmosensor activity",13,0.819901257444246,1.9973196844129,4.81601556462368e-05,0.00144169756257122,0.00120414016777065,2629,"tags=69%, list=15%, signal=59%","Me1_v2_0165900/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0200700/Me1_v2_0135000/Me1_v2_0135010/Me1_v2_0200690/Me1_v2_0135050/Me1_v2_0135040"
"GO:0051784","GO:0051784","negative regulation of nuclear division",18,0.770239699455762,2.07504020739073,5.36507357815699e-05,0.00158580674235028,0.00132450358962937,1180,"tags=22%, list=7%, signal=21%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0038920/Me1_v2_0218700"
"GO:0010375","GO:0010375","stomatal complex patterning",14,0.815707920539498,2.05625589695253,5.411337662474e-05,0.00158580674235028,0.00132450358962937,2629,"tags=64%, list=15%, signal=55%","Me1_v2_0165900/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0200700/Me1_v2_0135000/Me1_v2_0135010/Me1_v2_0200690/Me1_v2_0135050/Me1_v2_0135040"
"GO:0042644","GO:0042644","chloroplast nucleoid",15,-0.816326795459146,-1.95371050356801,5.57943826336203e-05,0.00161803709637499,0.00135142314953583,25,"tags=27%, list=0%, signal=27%","Me1_v2_0167830/Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0000911","GO:0000911","cytokinesis by cell plate formation",54,0.555454044522743,1.99349153854911,6.66132501725601e-05,0.00189236008653477,0.00158054424952938,5009,"tags=54%, list=28%, signal=39%","Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0221440/Me1_v2_0118170/Me1_v2_0173120/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0151280/Me1_v2_0051690/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0097180/Me1_v2_0151290/Me1_v2_0037650"
"GO:1902410","GO:1902410","mitotic cytokinetic process",54,0.555454044522743,1.99349153854911,6.66132501725601e-05,0.00189236008653477,0.00158054424952938,5009,"tags=54%, list=28%, signal=39%","Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0221440/Me1_v2_0118170/Me1_v2_0173120/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0151280/Me1_v2_0051690/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0097180/Me1_v2_0151290/Me1_v2_0037650"
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation",15,0.781011317184257,2.02893572688049,7.23865618610447e-05,0.00191927798305856,0.00160302671830624,1180,"tags=27%, list=7%, signal=25%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0038920/Me1_v2_0218700"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",15,0.781011317184257,2.02893572688049,7.23865618610447e-05,0.00191927798305856,0.00160302671830624,1180,"tags=27%, list=7%, signal=25%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0038920/Me1_v2_0218700"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",15,0.781011317184257,2.02893572688049,7.23865618610447e-05,0.00191927798305856,0.00160302671830624,1180,"tags=27%, list=7%, signal=25%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0038920/Me1_v2_0218700"
"GO:1905818","GO:1905818","regulation of chromosome separation",15,0.781011317184257,2.02893572688049,7.23865618610447e-05,0.00191927798305856,0.00160302671830624,1180,"tags=27%, list=7%, signal=25%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0038920/Me1_v2_0218700"
