"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019866","GO:0019866","organelle inner membrane","14/446","163/5408",0.47818752729846,1,0.949700019903893,"Me1_v2_0154240/Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0228210/Me1_v2_0113940/Me1_v2_0194020/Me1_v2_0129340/Me1_v2_0094600/Me1_v2_0037510/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0122130/Me1_v2_0168570",14
"GO:0006073","GO:0006073","cellular glucan metabolic process","8/446","91/5408",0.47977619051652,1,0.949700019903893,"Me1_v2_0225280/Me1_v2_0141160/Me1_v2_0075400/Me1_v2_0072240/Me1_v2_0143900/Me1_v2_0193030/Me1_v2_0153620/Me1_v2_0099360",8
"GO:0009411","GO:0009411","response to UV","8/446","91/5408",0.47977619051652,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870/Me1_v2_0235280",8
"GO:0036094","GO:0036094","small molecule binding","20/446","236/5408",0.484095409864151,1,0.949700019903893,"Me1_v2_0191230/Me1_v2_0133400/Me1_v2_0199720/Me1_v2_0159980/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0160000/Me1_v2_0064660/Me1_v2_0180160/Me1_v2_0120640/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0038880/Me1_v2_0122150/Me1_v2_0036840/Me1_v2_0158220/Me1_v2_0124530/Me1_v2_0141160/Me1_v2_0207950/Me1_v2_0120920",20
"GO:0015291","GO:0015291","secondary active transmembrane transporter activity","6/446","68/5408",0.49451419791071,1,0.949700019903893,"Me1_v2_0140510/Me1_v2_0123370/Me1_v2_0185800/Me1_v2_0223490/Me1_v2_0099180/Me1_v2_0169500",6
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","5/446","56/5408",0.495720724016396,1,0.949700019903893,"Me1_v2_0100110/Me1_v2_0167240/Me1_v2_0188630/Me1_v2_0141650/Me1_v2_0196170",5
"GO:0099081","GO:0099081","supramolecular polymer","5/446","56/5408",0.495720724016396,1,0.949700019903893,"Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380/Me1_v2_0217170",5
"GO:0099512","GO:0099512","supramolecular fiber","5/446","56/5408",0.495720724016396,1,0.949700019903893,"Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380/Me1_v2_0217170",5
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","4/446","44/5408",0.497077582537837,1,0.949700019903893,"Me1_v2_0185340/Me1_v2_0061870/Me1_v2_0231040/Me1_v2_0061860",4
"GO:0060341","GO:0060341","regulation of cellular localization","4/446","44/5408",0.497077582537837,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290",4
"GO:0000794","GO:0000794","condensed nuclear chromosome","3/446","32/5408",0.498599200856057,1,0.949700019903893,"Me1_v2_0068080/Me1_v2_0080180/Me1_v2_0232650",3
"GO:0010039","GO:0010039","response to iron ion","3/446","32/5408",0.498599200856057,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0191160/Me1_v2_0100110",3
"GO:0007140","GO:0007140","male meiotic nuclear division","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0098780/Me1_v2_0141220",2
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0123370/Me1_v2_0169500",2
"GO:0035725","GO:0035725","sodium ion transmembrane transport","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0123370/Me1_v2_0169500",2
"GO:0048506","GO:0048506","regulation of timing of meristematic phase transition","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0050210/Me1_v2_0100110",2
"GO:0048510","GO:0048510","regulation of timing of transition from vegetative to reproductive phase","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0050210/Me1_v2_0100110",2
"GO:0055046","GO:0055046","microgametogenesis","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0098780/Me1_v2_0183870",2
"GO:0055072","GO:0055072","iron ion homeostasis","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0140790",2
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0030690/Me1_v2_0212290",2
"GO:1902584","GO:1902584","positive regulation of response to water deprivation","2/446","20/5408",0.500088358645146,1,0.949700019903893,"Me1_v2_0149640/Me1_v2_0061010",2
"GO:0044042","GO:0044042","glucan metabolic process","8/446","93/5408",0.505010910047315,1,0.949700019903893,"Me1_v2_0225280/Me1_v2_0141160/Me1_v2_0075400/Me1_v2_0072240/Me1_v2_0143900/Me1_v2_0193030/Me1_v2_0153620/Me1_v2_0099360",8
"GO:0004888","GO:0004888","transmembrane signaling receptor activity","5/446","57/5408",0.511757975854323,1,0.949700019903893,"Me1_v2_0082730/Me1_v2_0104820/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450",5
"GO:0005615","GO:0005615","extracellular space","5/446","57/5408",0.511757975854323,1,0.949700019903893,"Me1_v2_0083280/Me1_v2_0102400/Me1_v2_0224050/Me1_v2_0231040/Me1_v2_0177180",5
"GO:0005996","GO:0005996","monosaccharide metabolic process","5/446","57/5408",0.511757975854323,1,0.949700019903893,"Me1_v2_0139000/Me1_v2_0160000/Me1_v2_0110860/Me1_v2_0223690/Me1_v2_0075340",5
"GO:0005874","GO:0005874","microtubule","4/446","45/5408",0.515129909647649,1,0.949700019903893,"Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380/Me1_v2_0217170",4
"GO:0009744","GO:0009744","response to sucrose","4/446","45/5408",0.515129909647649,1,0.949700019903893,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0207400/Me1_v2_0100110",4
"GO:0034285","GO:0034285","response to disaccharide","4/446","45/5408",0.515129909647649,1,0.949700019903893,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0207400/Me1_v2_0100110",4
"GO:1901264","GO:1901264","carbohydrate derivative transport","4/446","45/5408",0.515129909647649,1,0.949700019903893,"Me1_v2_0154240/Me1_v2_0228210/Me1_v2_0165050/Me1_v2_0223490",4
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","8/446","94/5408",0.51748798508752,1,0.949700019903893,"Me1_v2_0089480/Me1_v2_0064660/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0234290/Me1_v2_0192840/Me1_v2_0082220/Me1_v2_0070300",8
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","8/446","94/5408",0.51748798508752,1,0.949700019903893,"Me1_v2_0089480/Me1_v2_0064660/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0234290/Me1_v2_0192840/Me1_v2_0082220/Me1_v2_0070300",8
"GO:0000041","GO:0000041","transition metal ion transport","3/446","33/5408",0.519704419470055,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0106340/Me1_v2_0050690",3
"GO:0044728","GO:0044728","DNA methylation or demethylation","3/446","33/5408",0.519704419470055,1,0.949700019903893,"Me1_v2_0162210/Me1_v2_0230230/Me1_v2_0069050",3
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","3/446","33/5408",0.519704419470055,1,0.949700019903893,"Me1_v2_0228930/Me1_v2_0156430/Me1_v2_0061010",3
"GO:0017076","GO:0017076","purine nucleotide binding","11/446","131/5408",0.521803349527986,1,0.949700019903893,"Me1_v2_0191230/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0180160/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0036840/Me1_v2_0124530/Me1_v2_0141160/Me1_v2_0207950",11
"GO:0032555","GO:0032555","purine ribonucleotide binding","11/446","131/5408",0.521803349527986,1,0.949700019903893,"Me1_v2_0191230/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0180160/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0036840/Me1_v2_0124530/Me1_v2_0141160/Me1_v2_0207950",11
"GO:0140013","GO:0140013","meiotic nuclear division","6/446","70/5408",0.523518539581883,1,0.949700019903893,"Me1_v2_0098780/Me1_v2_0068080/Me1_v2_0232650/Me1_v2_0109700/Me1_v2_0208610/Me1_v2_0141220",6
"GO:0005977","GO:0005977","glycogen metabolic process","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0153620/Me1_v2_0099360",2
"GO:0006112","GO:0006112","energy reserve metabolic process","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0153620/Me1_v2_0099360",2
"GO:0006814","GO:0006814","sodium ion transport","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0123370/Me1_v2_0169500",2
"GO:0010102","GO:0010102","lateral root morphogenesis","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0109090/Me1_v2_0199630",2
"GO:0043628","GO:0043628","ncRNA 3'-end processing","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0024330/Me1_v2_0068970",2
"GO:1905156","GO:1905156","negative regulation of photosynthesis","2/446","21/5408",0.526654795220481,1,0.949700019903893,"Me1_v2_0070300/Me1_v2_0196690",2
"GO:0009611","GO:0009611","response to wounding","5/446","58/5408",0.527584133094835,1,0.949700019903893,"Me1_v2_0202110/Me1_v2_0072050/Me1_v2_0188340/Me1_v2_0134820/Me1_v2_0116530",5
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","5/446","58/5408",0.527584133094835,1,0.949700019903893,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0216780/Me1_v2_0185800/Me1_v2_0201430",5
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","20/446","242/5408",0.531555295375579,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0099170/Me1_v2_0191160/Me1_v2_0100110/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0161230",20
"GO:0010501","GO:0010501","RNA secondary structure unwinding","4/446","46/5408",0.532877605841288,1,0.949700019903893,"Me1_v2_0202750/Me1_v2_0108810/Me1_v2_0029520/Me1_v2_0226090",4
"GO:0010876","GO:0010876","lipid localization","4/446","46/5408",0.532877605841288,1,0.949700019903893,"Me1_v2_0192480/Me1_v2_0107720/Me1_v2_0111760/Me1_v2_0082220",4
"GO:0048581","GO:0048581","negative regulation of post-embryonic development","4/446","46/5408",0.532877605841288,1,0.949700019903893,"Me1_v2_0071760/Me1_v2_0228930/Me1_v2_0051870/Me1_v2_0199630",4
"GO:0097237","GO:0097237","cellular response to toxic substance","4/446","46/5408",0.532877605841288,1,0.949700019903893,"Me1_v2_0166130/Me1_v2_0065120/Me1_v2_0153960/Me1_v2_0134740",4
"GO:1901362","GO:1901362","organic cyclic compound biosynthetic process","33/446","401/5408",0.534018705357415,1,0.949700019903893,"Me1_v2_0074290/Me1_v2_0213110/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0074320/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0131420/Me1_v2_0199730/Me1_v2_0162210/Me1_v2_0226280/Me1_v2_0167270/Me1_v2_0124740/Me1_v2_0036840/Me1_v2_0157090/Me1_v2_0196410/Me1_v2_0112000/Me1_v2_0094600/Me1_v2_0204130/Me1_v2_0102400/Me1_v2_0124780/Me1_v2_0030690/Me1_v2_0137350/Me1_v2_0162480/Me1_v2_0235280/Me1_v2_0121180/Me1_v2_0075340/Me1_v2_0190140/Me1_v2_0212290/Me1_v2_0061010/Me1_v2_0179210/Me1_v2_0196170/Me1_v2_0224120",33
"GO:0042742","GO:0042742","defense response to bacterium","13/446","157/5408",0.537151538332379,1,0.949700019903893,"Me1_v2_0220890/Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0120640/Me1_v2_0122760/Me1_v2_0111760/Me1_v2_0145620/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0067870/Me1_v2_0070300/Me1_v2_0064410/Me1_v2_0205640",13
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","6/446","71/5408",0.537771658747308,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290",6
"GO:1901505","GO:1901505","carbohydrate derivative transmembrane transporter activity","3/446","34/5408",0.540319579024382,1,0.949700019903893,"Me1_v2_0228210/Me1_v2_0165050/Me1_v2_0223490",3
"GO:0030234","GO:0030234","enzyme regulator activity","8/446","96/5408",0.542110720306299,1,0.949700019903893,"Me1_v2_0220890/Me1_v2_0089480/Me1_v2_0064660/Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270/Me1_v2_0030690/Me1_v2_0212290",8
"GO:0009705","GO:0009705","plant-type vacuole membrane","4/446","47/5408",0.550298468425296,1,0.949700019903893,"Me1_v2_0162900/Me1_v2_0156250/Me1_v2_0099170/Me1_v2_0106340",4
"GO:0038023","GO:0038023","signaling receptor activity","6/446","72/5408",0.551840464407249,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0082730/Me1_v2_0104820/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450",6
"GO:0006935","GO:0006935","chemotaxis","2/446","22/5408",0.552250449720476,1,0.949700019903893,"Me1_v2_0166780/Me1_v2_0163120",2
"GO:0010101","GO:0010101","post-embryonic root morphogenesis","2/446","22/5408",0.552250449720476,1,0.949700019903893,"Me1_v2_0109090/Me1_v2_0199630",2
"GO:0042330","GO:0042330","taxis","2/446","22/5408",0.552250449720476,1,0.949700019903893,"Me1_v2_0166780/Me1_v2_0163120",2
"GO:0044786","GO:0044786","cell cycle DNA replication","2/446","22/5408",0.552250449720476,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700",2
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","2/446","22/5408",0.552250449720476,1,0.949700019903893,"Me1_v2_0076880/Me1_v2_0128150",2
"GO:0044257","GO:0044257","cellular protein catabolic process","14/446","171/5408",0.553200190538944,1,0.949700019903893,"Me1_v2_0067060/Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0128130/Me1_v2_0081590/Me1_v2_0185560/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0149680/Me1_v2_0224050/Me1_v2_0207950/Me1_v2_0199630/Me1_v2_0233730/Me1_v2_0205640",14
"GO:0080135","GO:0080135","regulation of cellular response to stress","5/446","60/5408",0.558533602912623,1,0.949700019903893,"Me1_v2_0189820/Me1_v2_0103310/Me1_v2_0192840/Me1_v2_0189010/Me1_v2_0069050",5
"GO:0006304","GO:0006304","DNA modification","3/446","35/5408",0.560417585397202,1,0.949700019903893,"Me1_v2_0162210/Me1_v2_0230230/Me1_v2_0069050",3
"GO:0007031","GO:0007031","peroxisome organization","3/446","35/5408",0.560417585397202,1,0.949700019903893,"Me1_v2_0072050/Me1_v2_0055530/Me1_v2_0216780",3
"GO:0015698","GO:0015698","inorganic anion transport","3/446","35/5408",0.560417585397202,1,0.949700019903893,"Me1_v2_0162900/Me1_v2_0099180/Me1_v2_0064410",3
"GO:0035091","GO:0035091","phosphatidylinositol binding","3/446","35/5408",0.560417585397202,1,0.949700019903893,"Me1_v2_0078170/Me1_v2_0082220/Me1_v2_0058750",3
"GO:0051094","GO:0051094","positive regulation of developmental process","6/446","73/5408",0.565712510158992,1,0.949700019903893,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870",6
"GO:0090696","GO:0090696","post-embryonic plant organ development","6/446","73/5408",0.565712510158992,1,0.949700019903893,"Me1_v2_0162900/Me1_v2_0109090/Me1_v2_0216780/Me1_v2_0061010/Me1_v2_0199630/Me1_v2_0163120",6
"GO:0046148","GO:0046148","pigment biosynthetic process","4/446","48/5408",0.567372884169409,1,0.949700019903893,"Me1_v2_0226280/Me1_v2_0188630/Me1_v2_0141650/Me1_v2_0179210",4
"GO:0032553","GO:0032553","ribonucleotide binding","11/446","136/5408",0.573550007909306,1,0.949700019903893,"Me1_v2_0191230/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0180160/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0036840/Me1_v2_0124530/Me1_v2_0141160/Me1_v2_0207950",11
"GO:0099080","GO:0099080","supramolecular complex","5/446","61/5408",0.57362599645818,1,0.949700019903893,"Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380/Me1_v2_0217170",5
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","15/446","186/5408",0.576792722995486,1,0.949700019903893,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0227980/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0157090/Me1_v2_0204130/Me1_v2_0102400/Me1_v2_0057110/Me1_v2_0137350/Me1_v2_0205230/Me1_v2_0075340/Me1_v2_0219920/Me1_v2_0168570",15
"GO:0004222","GO:0004222","metalloendopeptidase activity","2/446","23/5408",0.576854466659078,1,0.949700019903893,"Me1_v2_0235280/Me1_v2_0125100",2
"GO:0010410","GO:0010410","hemicellulose metabolic process","2/446","23/5408",0.576854466659078,1,0.949700019903893,"Me1_v2_0072240/Me1_v2_0193030",2
"GO:0015267","GO:0015267","channel activity","2/446","23/5408",0.576854466659078,1,0.949700019903893,"Me1_v2_0227850/Me1_v2_0064410",2
"GO:0022803","GO:0022803","passive transmembrane transporter activity","2/446","23/5408",0.576854466659078,1,0.949700019903893,"Me1_v2_0227850/Me1_v2_0064410",2
"GO:0032182","GO:0032182","ubiquitin-like protein binding","2/446","23/5408",0.576854466659078,1,0.949700019903893,"Me1_v2_0059000/Me1_v2_0235280",2
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0176570",1
"GO:0007281","GO:0007281","germ cell development","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0097120",1
"GO:0008272","GO:0008272","sulfate transport","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0099180",1
"GO:0009556","GO:0009556","microsporogenesis","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0009574","GO:0009574","preprophase band","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0015923","GO:0015923","mannosidase activity","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0223690",1
"GO:0016559","GO:0016559","peroxisome fission","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0055530",1
"GO:0016790","GO:0016790","thiolester hydrolase activity","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0081590",1
"GO:0016857","GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0160000",1
"GO:0016925","GO:0016925","protein sumoylation","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0235280",1
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0128150",1
"GO:0032509","GO:0032509","endosome transport via multivesicular body sorting pathway","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0149680",1
"GO:0032886","GO:0032886","regulation of microtubule-based process","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0217170",1
"GO:0043531","GO:0043531","ADP binding","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0141160",1
"GO:0046685","GO:0046685","response to arsenic-containing substance","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0111960",1
"GO:0048579","GO:0048579","negative regulation of long-day photoperiodism, flowering","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0071760",1
"GO:0048658","GO:0048658","anther wall tapetum development","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0064300",1
"GO:0048729","GO:0048729","tissue morphogenesis","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0052548","GO:0052548","regulation of endopeptidase activity","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0065270",1
"GO:0071731","GO:0071731","response to nitric oxide","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0191160",1
"GO:0071985","GO:0071985","multivesicular body sorting pathway","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0149680",1
"GO:0080188","GO:0080188","gene silencing by RNA-directed DNA methylation","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0069050",1
"GO:0097366","GO:0097366","response to bronchodilator","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0191160",1
"GO:0098586","GO:0098586","cellular response to virus","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0234290",1
"GO:1901002","GO:1901002","positive regulation of response to salt stress","1/446","10/5408",0.577452481686264,1,0.949700019903893,"Me1_v2_0124780",1
"GO:0000981","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","3/446","36/5408",0.579976158281997,1,0.949700019903893,"Me1_v2_0228930/Me1_v2_0090040/Me1_v2_0190140",3
"GO:0016763","GO:0016763","pentosyltransferase activity","3/446","36/5408",0.579976158281997,1,0.949700019903893,"Me1_v2_0201430/Me1_v2_0072240/Me1_v2_0193030",3
"GO:0051606","GO:0051606","detection of stimulus","3/446","36/5408",0.579976158281997,1,0.949700019903893,"Me1_v2_0066440/Me1_v2_0080180/Me1_v2_0156250",3
"GO:0071495","GO:0071495","cellular response to endogenous stimulus","18/446","224/5408",0.583593795620965,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0191160/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199630/Me1_v2_0161230",18
"GO:0098754","GO:0098754","detoxification","4/446","49/5408",0.584083725289718,1,0.949700019903893,"Me1_v2_0166130/Me1_v2_0065120/Me1_v2_0153960/Me1_v2_0134740",4
"GO:0009617","GO:0009617","response to bacterium","14/446","175/5408",0.589306673439013,1,0.949700019903893,"Me1_v2_0220890/Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0120640/Me1_v2_0082010/Me1_v2_0122760/Me1_v2_0111760/Me1_v2_0145620/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0067870/Me1_v2_0070300/Me1_v2_0064410/Me1_v2_0205640",14
"GO:0090502","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","3/446","37/5408",0.598977469038039,1,0.949700019903893,"Me1_v2_0024330/Me1_v2_0083840/Me1_v2_0068970",3
"GO:0009825","GO:0009825","multidimensional cell growth","2/446","24/5408",0.600456005419553,1,0.949700019903893,"Me1_v2_0082740/Me1_v2_0121180",2
"GO:0046915","GO:0046915","transition metal ion transmembrane transporter activity","2/446","24/5408",0.600456005419553,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0106340",2
"GO:2000070","GO:2000070","regulation of response to water deprivation","2/446","24/5408",0.600456005419553,1,0.949700019903893,"Me1_v2_0149640/Me1_v2_0061010",2
"GO:0071806","GO:0071806","protein transmembrane transport","5/446","63/5408",0.602980028787727,1,0.949700019903893,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0216780/Me1_v2_0185800/Me1_v2_0201430",5
"GO:0005743","GO:0005743","mitochondrial inner membrane","9/446","114/5408",0.605398666645694,1,0.949700019903893,"Me1_v2_0154240/Me1_v2_0228210/Me1_v2_0113940/Me1_v2_0194020/Me1_v2_0129340/Me1_v2_0037510/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0168570",9
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","6/446","76/5408",0.606038528102828,1,0.949700019903893,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870",6
"GO:0060089","GO:0060089","molecular transducer activity","6/446","76/5408",0.606038528102828,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0082730/Me1_v2_0104820/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450",6
"GO:0072521","GO:0072521","purine-containing compound metabolic process","7/446","89/5408",0.609321144215601,1,0.949700019903893,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840/Me1_v2_0205230/Me1_v2_0219920/Me1_v2_0168570",7
"GO:0000295","GO:0000295","adenine nucleotide transmembrane transporter activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0228210",1
"GO:0000792","GO:0000792","heterochromatin","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0234290",1
"GO:0003730","GO:0003730","mRNA 3'-UTR binding","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0053830",1
"GO:0004520","GO:0004520","endodeoxyribonuclease activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0083840",1
"GO:0005346","GO:0005346","purine ribonucleotide transmembrane transporter activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0228210",1
"GO:0006040","GO:0006040","amino sugar metabolic process","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0135700",1
"GO:0008022","GO:0008022","protein C-terminus binding","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0137140",1
"GO:0009567","GO:0009567","double fertilization forming a zygote and endosperm","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0183870",1
"GO:0009969","GO:0009969","xyloglucan biosynthetic process","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0072240",1
"GO:0010359","GO:0010359","regulation of anion channel activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0063070",1
"GO:0015165","GO:0015165","pyrimidine nucleotide-sugar transmembrane transporter activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0165050",1
"GO:0015216","GO:0015216","purine nucleotide transmembrane transporter activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0228210",1
"GO:0015695","GO:0015695","organic cation transport","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0140510",1
"GO:0016405","GO:0016405","CoA-ligase activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0155080",1
"GO:0016783","GO:0016783","sulfurtransferase activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0202110",1
"GO:0019888","GO:0019888","protein phosphatase regulator activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0064660",1
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0064660",1
"GO:0045664","GO:0045664","regulation of neuron differentiation","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0192840",1
