term	name
GO:0045785	positive regulation of cell adhesion
GO:0046352	disaccharide catabolic process
GO:0061412	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation
GO:1900187	regulation of cell adhesion involved in single-species biofilm formation
GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation
GO:1900190	regulation of single-species biofilm formation
GO:1900192	positive regulation of single-species biofilm formation
GO:0000494	box C/D RNA 3'-end processing
GO:0018364	peptidyl-glutamine methylation
GO:0033967	box C/D RNA metabolic process
GO:0034963	box C/D RNA processing
GO:0036009	protein-glutamine N-methyltransferase activity
GO:1990258	histone glutamine methylation
GO:1990259	histone-glutamine methyltransferase activity
GO:0006769	nicotinamide metabolic process
GO:0008936	nicotinamidase activity
GO:0009820	alkaloid metabolic process
GO:0019365	pyridine nucleotide salvage
GO:0015691	cadmium ion transport
GO:0032025	response to cobalt ion
GO:0061687	detoxification of inorganic compound
GO:0071585	detoxification of cadmium ion
GO:0097501	stress response to metal ion
GO:1990170	stress response to cadmium ion
GO:0004045	aminoacyl-tRNA hydrolase activity
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity
GO:0009973	adenylyl-sulfate reductase activity
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0019419	sulfate reduction
GO:0006071	glycerol metabolic process
GO:0006114	glycerol biosynthetic process
GO:0019400	alditol metabolic process
GO:0019401	alditol biosynthetic process
GO:0043136	glycerol-3-phosphatase activity
GO:0016427	tRNA (cytosine) methyltransferase activity
GO:0016428	tRNA (cytosine-5-)-methyltransferase activity
GO:0003014	renal system process
GO:0003094	glomerular filtration
GO:0097205	renal filtration
GO:0000076	DNA replication checkpoint signaling
GO:0033314	mitotic DNA replication checkpoint signaling
GO:0044818	mitotic G2/M transition checkpoint
GO:0030941	chloroplast targeting sequence binding
GO:0051861	glycolipid binding
GO:0015086	cadmium ion transmembrane transporter activity
GO:0070574	cadmium ion transmembrane transport
GO:0004575	sucrose alpha-glucosidase activity
GO:0090599	alpha-glucosidase activity
GO:0009650	UV protection
GO:0010282	senescence-associated vacuole
GO:0080187	floral organ senescence
GO:1990169	stress response to copper ion
GO:0009368	endopeptidase Clp complex
GO:0009840	chloroplastic endopeptidase Clp complex
GO:0010236	plastoquinone biosynthetic process
GO:0050347	trans-octaprenyltranstransferase activity
GO:0020037	heme binding
GO:0030628	pre-mRNA 3'-splice site binding
GO:0032239	regulation of nucleobase-containing compound transport
GO:0032241	positive regulation of nucleobase-containing compound transport
GO:0046831	regulation of RNA export from nucleus
GO:0046833	positive regulation of RNA export from nucleus
GO:0089701	U2AF complex
GO:0010065	primary meristem tissue development
GO:0010068	protoderm histogenesis
GO:0003941	L-serine ammonia-lyase activity
GO:0008721	D-serine ammonia-lyase activity
GO:0016594	glycine binding
GO:0018114	threonine racemase activity
GO:0030165	PDZ domain binding
GO:0030378	serine racemase activity
GO:0032496	response to lipopolysaccharide
GO:0036361	racemase activity, acting on amino acids and derivatives
GO:0042165	neurotransmitter binding
GO:0047661	amino-acid racemase activity
GO:0002028	regulation of sodium ion transport
GO:0006937	regulation of muscle contraction
GO:0006942	regulation of striated muscle contraction
GO:0008016	regulation of heart contraction
GO:0010522	regulation of calcium ion transport into cytosol
GO:0010644	cell communication by electrical coupling
GO:0010762	regulation of fibroblast migration
GO:0010763	positive regulation of fibroblast migration
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling
GO:0014704	intercalated disc
GO:0030016	myofibril
GO:0030017	sarcomere
GO:0030018	Z disc
GO:0030315	T-tubule
GO:0031674	I band
GO:0033198	response to ATP
GO:0033280	response to vitamin D
GO:0035637	multicellular organismal signaling
GO:0035902	response to immobilization stress
GO:0036376	sodium ion export across plasma membrane
GO:0042383	sarcolemma
GO:0043198	dendritic shaft
GO:0043292	contractile fiber
GO:0044057	regulation of system process
GO:0044291	cell-cell contact zone
GO:0048167	regulation of synaptic plasticity
GO:0048168	regulation of neuronal synaptic plasticity
GO:0048172	regulation of short-term neuronal synaptic plasticity
GO:0050806	positive regulation of synaptic transmission
GO:0051279	regulation of release of sequestered calcium ion into cytosol
GO:0051924	regulation of calcium ion transport
GO:0055117	regulation of cardiac muscle contraction
GO:0060078	regulation of postsynaptic membrane potential
GO:0060291	long-term synaptic potentiation
GO:0061337	cardiac conduction
GO:0070509	calcium ion import
GO:0071320	cellular response to cAMP
GO:0086064	cell communication by electrical coupling involved in cardiac conduction
GO:0086065	cell communication involved in cardiac conduction
GO:0090257	regulation of muscle system process
GO:0098703	calcium ion import across plasma membrane
GO:0099580	ion antiporter activity involved in regulation of postsynaptic membrane potential
GO:1901660	calcium ion export
GO:1902656	calcium ion import into cytosol
GO:1903169	regulation of calcium ion transmembrane transport
GO:1903522	regulation of blood circulation
GO:1990034	calcium ion export across plasma membrane
GO:0009772	photosynthetic electron transport in photosystem II
GO:0009773	photosynthetic electron transport in photosystem I
GO:0000815	ESCRT III complex
GO:0036452	ESCRT complex
GO:1902395	regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity
GO:0004401	histidinol-phosphatase activity
GO:0000798	nuclear cohesin complex
GO:0008278	cohesin complex
GO:0010032	meiotic chromosome condensation
GO:0016233	telomere capping
GO:0031848	protection from non-homologous end joining at telomere
GO:0035312	5'-3' exodeoxyribonuclease activity
GO:0043247	telomere maintenance in response to DNA damage
GO:0006152	purine nucleoside catabolic process
GO:0006218	uridine catabolic process
GO:0008477	purine nucleosidase activity
GO:0009164	nucleoside catabolic process
GO:0034656	nucleobase-containing small molecule catabolic process
GO:0042454	ribonucleoside catabolic process
GO:0045437	uridine nucleosidase activity
GO:0046108	uridine metabolic process
GO:0046133	pyrimidine ribonucleoside catabolic process
GO:0046135	pyrimidine nucleoside catabolic process
GO:0047622	adenosine nucleosidase activity
GO:0047724	inosine nucleosidase activity
GO:0050263	ribosylpyrimidine nucleosidase activity
GO:0072585	xanthosine nucleotidase activity
GO:0005688	U6 snRNP
GO:0002098	tRNA wobble uridine modification
GO:0002143	tRNA wobble position uridine thiolation
GO:0034227	tRNA thio-modification
GO:0034517	ribophagy
GO:0035973	aggrephagy
GO:1905538	polysome binding
GO:1990861	Ubp3-Bre5 deubiquitination complex
GO:0001664	G protein-coupled receptor binding
GO:0031685	adenosine receptor binding
GO:0031687	A2A adenosine receptor binding
GO:0000097	sulfur amino acid biosynthetic process
GO:0004124	cysteine synthase activity
GO:0006535	cysteine biosynthetic process from serine
GO:0009567	double fertilization forming a zygote and endosperm
GO:0019344	cysteine biosynthetic process
GO:1990726	Lsm1-7-Pat1 complex
GO:0000311	plastid large ribosomal subunit
GO:0060194	regulation of antisense RNA transcription
GO:0060195	negative regulation of antisense RNA transcription
GO:0019774	proteasome core complex, beta-subunit complex
GO:0005753	mitochondrial proton-transporting ATP synthase complex
GO:0005655	nucleolar ribonuclease P complex
GO:0030677	ribonuclease P complex
GO:0030681	multimeric ribonuclease P complex
GO:1902555	endoribonuclease complex
GO:0010297	heteropolysaccharide binding
GO:0032544	plastid translation
GO:0009866	induced systemic resistance, ethylene mediated signaling pathway
GO:0071731	response to nitric oxide
GO:0071732	cellular response to nitric oxide
GO:0097366	response to bronchodilator
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0004528	phosphodiesterase I activity
GO:0008309	double-stranded DNA exodeoxyribonuclease activity
GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0000254	C-4 methylsterol oxidase activity
GO:0080065	4-alpha-methyl-delta7-sterol oxidation
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
GO:0045157	electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity
GO:0071568	UFM1 transferase activity
GO:0071569	protein ufmylation
GO:1990564	protein polyufmylation
GO:1990592	protein K69-linked ufmylation
GO:0043461	proton-transporting ATP synthase complex assembly
GO:0000120	RNA polymerase I transcription regulator complex
GO:0000500	RNA polymerase I upstream activating factor complex
GO:0010603	regulation of cytoplasmic mRNA processing body assembly
GO:0034063	stress granule assembly
GO:1901099	negative regulation of signal transduction in absence of ligand
GO:2001234	negative regulation of apoptotic signaling pathway
GO:2001236	regulation of extrinsic apoptotic signaling pathway
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0004568	chitinase activity
GO:0006026	aminoglycan catabolic process
GO:0006030	chitin metabolic process
GO:0006032	chitin catabolic process
GO:0006040	amino sugar metabolic process
GO:0008061	chitin binding
GO:0046348	amino sugar catabolic process
GO:1901071	glucosamine-containing compound metabolic process
GO:1901072	glucosamine-containing compound catabolic process
GO:0004791	thioredoxin-disulfide reductase activity
GO:0047134	protein-disulfide reductase (NAD(P)) activity
GO:0004776	succinate-CoA ligase (GDP-forming) activity
GO:0034397	telomere localization
GO:0034398	telomere tethering at nuclear periphery
GO:0044821	meiotic telomere tethering at nuclear periphery
GO:0045141	meiotic telomere clustering
GO:0070197	meiotic attachment of telomere to nuclear envelope
GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation
GO:0090435	protein localization to nuclear envelope
GO:0097240	chromosome attachment to the nuclear envelope
GO:0000304	response to singlet oxygen
GO:0010112	regulation of systemic acquired resistance
GO:0010343	singlet oxygen-mediated programmed cell death
GO:0032411	positive regulation of transporter activity
GO:0032414	positive regulation of ion transmembrane transporter activity
GO:0034764	positive regulation of transmembrane transport
GO:0034767	positive regulation of ion transmembrane transport
GO:0036473	cell death in response to oxidative stress
GO:0043270	positive regulation of ion transport
GO:0071000	response to magnetism
GO:0071452	cellular response to singlet oxygen
GO:0097468	programmed cell death in response to reactive oxygen species
GO:1900426	positive regulation of defense response to bacterium
GO:1901332	negative regulation of lateral root development
GO:1901371	regulation of leaf morphogenesis
GO:1901529	positive regulation of anion channel activity
GO:1901672	positive regulation of systemic acquired resistance
GO:1902347	response to strigolactone
GO:1902446	regulation of shade avoidance
GO:1902448	positive regulation of shade avoidance
GO:1903793	positive regulation of anion transport
GO:1903961	positive regulation of anion transmembrane transport
GO:2000023	regulation of lateral root development
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
GO:0030330	DNA damage response, signal transduction by p53 class mediator
GO:0031571	mitotic G1 DNA damage checkpoint signaling
GO:0042770	signal transduction in response to DNA damage
GO:0044773	mitotic DNA damage checkpoint signaling
GO:0044819	mitotic G1/S transition checkpoint signaling
GO:1902806	regulation of cell cycle G1/S phase transition
GO:1902807	negative regulation of cell cycle G1/S phase transition
GO:2000045	regulation of G1/S transition of mitotic cell cycle
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle
GO:0006772	thiamine metabolic process
GO:0009228	thiamine biosynthetic process
GO:0042723	thiamine-containing compound metabolic process
GO:0042724	thiamine-containing compound biosynthetic process
GO:0009654	photosystem II oxygen evolving complex
GO:0010242	oxygen evolving activity
GO:0042549	photosystem II stabilization
GO:1902288	regulation of defense response to oomycetes
GO:1902290	positive regulation of defense response to oomycetes
GO:0006471	protein ADP-ribosylation
GO:0004161	dimethylallyltranstransferase activity
GO:0042214	terpene metabolic process
GO:0043692	monoterpene metabolic process
GO:0043693	monoterpene biosynthetic process
GO:0046246	terpene biosynthetic process
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0048564	photosystem I assembly
GO:0060359	response to ammonium ion
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity
GO:0035267	NuA4 histone acetyltransferase complex
GO:0043189	H4/H2A histone acetyltransferase complex
GO:0043981	histone H4-K5 acetylation
GO:0090239	regulation of histone H4 acetylation
GO:1902562	H4 histone acetyltransferase complex
GO:0042407	cristae formation
GO:0031897	Tic complex
GO:0009554	megasporogenesis
GO:0051026	chiasma assembly
GO:0010349	L-galactose dehydrogenase activity
GO:0045290	D-arabinose 1-dehydrogenase [NAD(P)+] activity
GO:0070484	dehydro-D-arabinono-1,4-lactone metabolic process
GO:0070485	dehydro-D-arabinono-1,4-lactone biosynthetic process
GO:1901334	lactone metabolic process
GO:1901336	lactone biosynthetic process
GO:1901259	chloroplast rRNA processing
GO:0004525	ribonuclease III activity
GO:0016442	RISC complex
GO:0031332	RNAi effector complex
GO:0032296	double-stranded RNA-specific ribonuclease activity
GO:0051214	RNAi-mediated antiviral immunity against RNA virus
GO:0004619	phosphoglycerate mutase activity
GO:0016868	intramolecular transferase activity, phosphotransferases
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0001709	cell fate determination
GO:0010076	maintenance of floral meristem identity
GO:0035102	PRC1 complex
GO:0004708	MAP kinase kinase activity
GO:0043405	regulation of MAP kinase activity
GO:0043406	positive regulation of MAP kinase activity
GO:0009001	serine O-acetyltransferase activity
GO:0016412	serine O-acyltransferase activity
GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway
GO:0046910	pectinesterase inhibitor activity
GO:0048579	negative regulation of long-day photoperiodism, flowering
GO:0048586	regulation of long-day photoperiodism, flowering
GO:0004845	uracil phosphoribosyltransferase activity
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process
GO:0010138	pyrimidine ribonucleotide salvage
GO:0019856	pyrimidine nucleobase biosynthetic process
GO:0032262	pyrimidine nucleotide salvage
GO:0044206	UMP salvage
GO:1900376	regulation of secondary metabolite biosynthetic process
GO:1901141	regulation of lignin biosynthetic process
GO:2000904	regulation of starch metabolic process
GO:0031297	replication fork processing
GO:0036292	DNA rewinding
GO:0036310	ATP-dependent DNA/DNA annealing activity
GO:0048478	replication fork protection
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
GO:0010960	magnesium ion homeostasis
GO:0010099	regulation of photomorphogenesis
GO:0048572	short-day photoperiodism
GO:0048576	positive regulation of short-day photoperiodism, flowering
GO:0048577	negative regulation of short-day photoperiodism, flowering
GO:0048587	regulation of short-day photoperiodism, flowering
GO:0010111	glyoxysome organization
GO:0070852	cell body fiber
GO:0090083	regulation of inclusion body assembly
GO:0090084	negative regulation of inclusion body assembly
GO:0033843	xyloglucan 6-xylosyltransferase activity
GO:0030689	Noc complex
GO:0030690	Noc1p-Noc2p complex
GO:0030691	Noc2p-Noc3p complex
GO:0048700	acquisition of desiccation tolerance in seed
GO:0097439	acquisition of desiccation tolerance
GO:0016300	tRNA (uracil) methyltransferase activity
GO:1905499	trichome papilla formation
GO:0004448	isocitrate dehydrogenase activity
GO:0004449	isocitrate dehydrogenase (NAD+) activity
GO:0006102	isocitrate metabolic process
GO:1904215	regulation of protein import into chloroplast stroma
GO:1904589	regulation of protein import
GO:0000795	synaptonemal complex
GO:0099086	synaptonemal structure
GO:0051744	3,8-divinyl protochlorophyllide a 8-vinyl reductase activity
GO:0000380	alternative mRNA splicing, via spliceosome
GO:0002230	positive regulation of defense response to virus by host
GO:0002697	regulation of immune effector process
GO:0031175	neuron projection development
GO:0043330	response to exogenous dsRNA
GO:0048666	neuron development
GO:0050688	regulation of defense response to virus
GO:0050691	regulation of defense response to virus by host
GO:0071360	cellular response to exogenous dsRNA
GO:0001678	cellular glucose homeostasis
GO:0009757	hexose mediated signaling
GO:0010255	glucose mediated signaling pathway
GO:0042593	glucose homeostasis
GO:0071326	cellular response to monosaccharide stimulus
GO:0071331	cellular response to hexose stimulus
GO:0071333	cellular response to glucose stimulus
GO:0050408	[pyruvate kinase]-phosphatase activity
GO:0009977	proton motive force dependent protein transmembrane transporter activity
GO:0031360	intrinsic component of thylakoid membrane
GO:0031361	integral component of thylakoid membrane
GO:0033281	TAT protein transport complex
GO:0043235	receptor complex
GO:0043953	protein transport by the Tat complex
GO:0010116	positive regulation of abscisic acid biosynthetic process
GO:0010262	somatic embryogenesis
GO:0010373	negative regulation of gibberellin biosynthetic process
GO:0032351	negative regulation of hormone metabolic process
GO:0032353	negative regulation of hormone biosynthetic process
GO:0045827	negative regulation of isoprenoid metabolic process
GO:1902932	positive regulation of alcohol biosynthetic process
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
GO:0006265	DNA topological change
GO:0004558	alpha-1,4-glucosidase activity
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity
GO:0008544	epidermis development
GO:0009913	epidermal cell differentiation
GO:0030855	epithelial cell differentiation
GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
GO:0009011	starch synthase activity
GO:0019252	starch biosynthetic process
GO:0031313	extrinsic component of endosome membrane
GO:0035014	phosphatidylinositol 3-kinase regulator activity
GO:0010289	homogalacturonan biosynthetic process
GO:0010394	homogalacturonan metabolic process
GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0045013	carbon catabolite repression of transcription
GO:0045990	carbon catabolite regulation of transcription
GO:0061984	catabolite repression
GO:0061985	carbon catabolite repression
GO:0033549	MAP kinase phosphatase activity
GO:0043407	negative regulation of MAP kinase activity
GO:0043409	negative regulation of MAPK cascade
GO:0046620	regulation of organ growth
GO:0061388	regulation of rate of cell growth
GO:0071901	negative regulation of protein serine/threonine kinase activity
GO:0051353	positive regulation of oxidoreductase activity
GO:0090308	regulation of DNA methylation-dependent heterochromatin assembly
GO:1902551	regulation of catalase activity
GO:1902553	positive regulation of catalase activity
GO:2000468	regulation of peroxidase activity
GO:2000470	positive regulation of peroxidase activity
GO:0035145	exon-exon junction complex
GO:0004713	protein tyrosine kinase activity
GO:0018108	peptidyl-tyrosine phosphorylation
GO:0018212	peptidyl-tyrosine modification
GO:0030435	sporulation resulting in formation of a cellular spore
GO:0002679	respiratory burst involved in defense response
GO:0045730	respiratory burst
GO:0009759	indole glucosinolate biosynthetic process
GO:0033353	S-adenosylmethionine cycle
GO:0046439	L-cysteine metabolic process
GO:0046498	S-adenosylhomocysteine metabolic process
GO:1900457	regulation of brassinosteroid mediated signaling pathway
GO:1900458	negative regulation of brassinosteroid mediated signaling pathway
GO:0019897	extrinsic component of plasma membrane
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane
GO:0004040	amidase activity
GO:0009683	indoleacetic acid metabolic process
GO:0009684	indoleacetic acid biosynthetic process
GO:0043864	indoleacetamide hydrolase activity
GO:0016208	AMP binding
GO:0004143	diacylglycerol kinase activity
GO:0072546	EMC complex
GO:0008479	queuine tRNA-ribosyltransferase activity
GO:0101030	tRNA-guanine transglycosylation
GO:0015205	nucleobase transmembrane transporter activity
GO:0015851	nucleobase transport
GO:0043100	pyrimidine nucleobase salvage
GO:0004482	mRNA (guanine-N7-)-methyltransferase activity
GO:0106005	RNA 5'-cap (guanine-N7)-methylation
GO:0006005	L-fucose biosynthetic process
GO:0042353	fucose biosynthetic process
GO:0050577	GDP-L-fucose synthase activity
GO:0010021	amylopectin biosynthetic process
GO:2000896	amylopectin metabolic process
GO:0010830	regulation of myotube differentiation
GO:0010831	positive regulation of myotube differentiation
GO:0020016	ciliary pocket
GO:0020018	ciliary pocket membrane
GO:0031253	cell projection membrane
GO:0051147	regulation of muscle cell differentiation
GO:0051149	positive regulation of muscle cell differentiation
GO:0051153	regulation of striated muscle cell differentiation
GO:0051155	positive regulation of striated muscle cell differentiation
GO:0055038	recycling endosome membrane
GO:0060142	regulation of syncytium formation by plasma membrane fusion
GO:0060143	positive regulation of syncytium formation by plasma membrane fusion
GO:0060170	ciliary membrane
GO:0061512	protein localization to cilium
GO:0071363	cellular response to growth factor stimulus
GO:1901739	regulation of myoblast fusion
GO:1901741	positive regulation of myoblast fusion
GO:1990089	response to nerve growth factor
GO:1990090	cellular response to nerve growth factor stimulus
GO:2001135	regulation of endocytic recycling
GO:2001137	positive regulation of endocytic recycling
GO:0000706	meiotic DNA double-strand break processing
GO:0042138	meiotic DNA double-strand break formation
GO:0005675	transcription factor TFIIH holo complex
GO:0032806	carboxy-terminal domain protein kinase complex
GO:0018206	peptidyl-methionine modification
GO:0042586	peptide deformylase activity
GO:0043686	co-translational protein modification
GO:0010178	IAA-amino acid conjugate hydrolase activity
GO:0010179	IAA-Ala conjugate hydrolase activity
GO:0010210	IAA-Phe conjugate hydrolase activity
GO:0010211	IAA-Leu conjugate hydrolase activity
GO:0005457	GDP-fucose transmembrane transporter activity
GO:0005459	UDP-galactose transmembrane transporter activity
GO:0005460	UDP-glucose transmembrane transporter activity
GO:0015783	GDP-fucose transmembrane transport
GO:0036080	purine nucleotide-sugar transmembrane transporter activity
GO:0072334	UDP-galactose transmembrane transport
GO:0000014	single-stranded DNA endodeoxyribonuclease activity
GO:0043765	T/G mismatch-specific endonuclease activity
GO:0042719	mitochondrial intermembrane space protein transporter complex
GO:0045039	protein insertion into mitochondrial inner membrane
GO:0090151	establishment of protein localization to mitochondrial membrane
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
GO:0015440	ABC-type peptide transporter activity
GO:0015462	ABC-type protein transporter activity
GO:0009799	specification of symmetry
GO:0009855	determination of bilateral symmetry
GO:0046509	1,2-diacylglycerol 3-beta-galactosyltransferase activity
GO:0006111	regulation of gluconeogenesis
GO:0010906	regulation of glucose metabolic process
GO:0016202	regulation of striated muscle tissue development
GO:0048634	regulation of muscle organ development
GO:0048641	regulation of skeletal muscle tissue development
GO:0070012	oligopeptidase activity
GO:1901861	regulation of muscle tissue development
GO:1902809	regulation of skeletal muscle fiber differentiation
GO:2001014	regulation of skeletal muscle cell differentiation
GO:0031099	regeneration
GO:0042060	wound healing
GO:0042246	tissue regeneration
GO:0006188	IMP biosynthetic process
GO:0006189	'de novo' IMP biosynthetic process
GO:0046040	IMP metabolic process
GO:0051123	RNA polymerase II preinitiation complex assembly
GO:0070897	transcription preinitiation complex assembly
GO:0047517	1,4-beta-D-xylan synthase activity
GO:0001046	core promoter sequence-specific DNA binding
GO:0016577	histone demethylation
GO:0031063	regulation of histone deacetylation
GO:0031064	negative regulation of histone deacetylation
GO:0032452	histone demethylase activity
GO:0032453	histone H3-methyl-lysine-4 demethylase activity
GO:0034647	histone H3-tri/di/monomethyl-lysine-4 demethylase activity
GO:0034720	histone H3-K4 demethylation
GO:0034721	histone H3-K4 demethylation, trimethyl-H3-K4-specific
GO:0070076	histone lysine demethylation
GO:0090311	regulation of protein deacetylation
GO:1901725	regulation of histone deacetylase activity
GO:1901726	negative regulation of histone deacetylase activity
GO:0010052	guard cell differentiation
GO:0010103	stomatal complex morphogenesis
GO:0010376	stomatal complex formation
GO:0010444	guard mother cell differentiation
GO:0050878	regulation of body fluid levels
GO:0050891	multicellular organismal water homeostasis
GO:0090436	leaf pavement cell development
GO:1901333	positive regulation of lateral root development
GO:2000037	regulation of stomatal complex patterning
GO:0005315	inorganic phosphate transmembrane transporter activity
GO:0010385	double-stranded methylated DNA binding
GO:0043972	histone H3-K23 acetylation
GO:0044154	histone H3-K14 acetylation
GO:0050808	synapse organization
GO:0072553	terminal button organization
GO:0099172	presynapse organization
GO:0008312	7S RNA binding
GO:0030911	TPR domain binding
GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
GO:0002576	platelet degranulation
GO:0070775	H3 histone acetyltransferase complex
GO:0070776	MOZ/MORF histone acetyltransferase complex
GO:0010226	response to lithium ion
GO:1900368	regulation of post-transcriptional gene silencing by RNA
GO:0008559	ABC-type xenobiotic transporter activity
GO:0010315	auxin export across the plasma membrane
GO:0010328	auxin influx transmembrane transporter activity
GO:0010329	auxin efflux transmembrane transporter activity
GO:0010540	basipetal auxin transport
GO:0015562	efflux transmembrane transporter activity
GO:0042908	xenobiotic transport
GO:0042910	xenobiotic transmembrane transporter activity
GO:0060919	auxin import into cell
GO:0080161	auxin transmembrane transporter activity
GO:0017069	snRNA binding
GO:0017070	U6 snRNA binding
GO:0033962	P-body assembly
GO:0016237	lysosomal microautophagy
GO:0019778	Atg12 activating enzyme activity
GO:0019779	Atg8 activating enzyme activity
GO:0034727	piecemeal microautophagy of the nucleus
GO:0044805	late nucleophagy
GO:0010500	transmitting tissue development
GO:0048445	carpel morphogenesis
GO:0048462	carpel formation
GO:0080126	ovary septum development
GO:1905328	plant septum development
GO:0051444	negative regulation of ubiquitin-protein transferase activity
GO:0055121	response to high fluence blue light stimulus by blue high-fluence system
GO:1904666	regulation of ubiquitin protein ligase activity
GO:1904667	negative regulation of ubiquitin protein ligase activity
GO:0009594	detection of nutrient
GO:0004523	RNA-DNA hybrid ribonuclease activity
GO:0032299	ribonuclease H2 complex
GO:0033567	DNA replication, Okazaki fragment processing
GO:0043137	DNA replication, removal of RNA primer
GO:0005656	nuclear pre-replicative complex
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
GO:0031261	DNA replication preinitiation complex
GO:0036387	pre-replicative complex
GO:0036388	pre-replicative complex assembly
GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016731	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
GO:0004795	threonine synthase activity
GO:0046741	transport of virus in host, tissue to tissue
GO:0004788	thiamine diphosphokinase activity
GO:0010185	regulation of cellular defense response
GO:0010186	positive regulation of cellular defense response
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity
GO:0004165	delta(3)-delta(2)-enoyl-CoA isomerase activity
GO:0008692	3-hydroxybutyryl-CoA epimerase activity
GO:0016508	long-chain-enoyl-CoA hydratase activity
GO:0016856	racemase and epimerase activity, acting on hydroxy acids and derivatives
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0005471	ATP:ADP antiporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0015301	anion:anion antiporter activity
GO:0046902	regulation of mitochondrial membrane permeability
GO:0090559	regulation of membrane permeability
GO:0098505	G-rich strand telomeric DNA binding
GO:0019048	modulation by virus of host process
GO:0050665	hydrogen peroxide biosynthetic process
GO:0016602	CCAAT-binding factor complex
GO:2000306	positive regulation of photomorphogenesis
GO:0008097	5S rRNA binding
GO:0004001	adenosine kinase activity
GO:0006166	purine ribonucleoside salvage
GO:0006167	AMP biosynthetic process
GO:0006169	adenosine salvage
GO:0043101	purine-containing compound salvage
GO:0046033	AMP metabolic process
GO:0046085	adenosine metabolic process
GO:0046086	adenosine biosynthetic process
GO:0080094	response to trehalose-6-phosphate
GO:0004550	nucleoside diphosphate kinase activity
GO:0010731	protein glutathionylation
GO:0000138	Golgi trans cisterna
GO:0000488	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0000489	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0004587	ornithine-oxo-acid transaminase activity
GO:0006527	arginine catabolic process
GO:0006591	ornithine metabolic process
GO:0006593	ornithine catabolic process
GO:0019544	arginine catabolic process to glutamate
GO:0009413	response to flooding
GO:0004070	aspartate carbamoyltransferase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0042134	rRNA primary transcript binding
GO:0004322	ferroxidase activity
GO:0008199	ferric iron binding
GO:0016724	oxidoreductase activity, acting on metal ions, oxygen as acceptor
GO:0018282	metal incorporation into metallo-sulfur cluster
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0034986	iron chaperone activity
GO:1903329	regulation of iron-sulfur cluster assembly
